num_records,cores,executor_memory_gb,partitions,partition_efficiency,skewness,joins,cache_enabled,group_cardinality,num_aggregations,has_orderby,filter_selectivity,data_size_gb,shuffle_size_mb,shuffle_intensity,memory_pressure,execution_time
5000000,1,2,4,4.0,0.6590238100606923,1,1,1000,3,1,0.46,0.4657,250.0,0.4657,0.2328,3.5326
20000000,6,4,30,5.0,0.7059753167991308,2,0,100,3,1,0.7,1.8626,2000.0,3.7253,0.4657,2.5776
5000000,6,2,18,3.0,0.5257418774464064,2,0,100,4,0,0.4,0.4657,500.0,0.9313,0.2328,1.2059
5000000,1,4,5,5.0,0.7776940953418879,3,1,100,2,0,0.94,0.4657,750.0,1.397,0.1164,2.18
5000000,1,4,2,2.0,0.2577255559308766,3,0,1000,4,1,0.55,0.4657,750.0,1.397,0.1164,3.4082
1000000,6,2,24,4.0,0.7660617190561512,1,1,20000,3,1,0.49,0.0931,50.0,0.0931,0.0466,2.426
3000000,4,2,12,3.0,0.1056630055938258,3,1,100,3,0,0.33,0.2794,450.0,0.8382,0.1397,0.6947
1000000,6,2,36,6.0,0.5662471345452386,3,1,20000,2,0,0.85,0.0931,150.0,0.2794,0.0466,3.0786
5000000,1,2,4,4.0,0.379294917468563,1,0,5000,3,0,0.89,0.4657,250.0,0.4657,0.2328,5.0633
100000,4,6,8,2.0,0.6230895094133497,3,1,20000,3,0,0.61,0.0093,15.0,0.0279,0.0016,0.9308
10000000,2,8,10,5.0,0.1166455932650289,3,1,20000,4,0,0.79,0.9313,1500.0,2.794,0.1164,1.7645
5000000,2,6,4,2.0,0.2983108710566053,3,1,5000,2,0,0.9,0.4657,750.0,1.397,0.0776,0.6954
100000,4,6,24,6.0,0.7751695882679907,2,0,1000,1,1,0.94,0.0093,10.0,0.0186,0.0016,2.3738
1000000,1,2,2,2.0,0.6287650550281458,3,1,20000,1,0,0.44,0.0931,150.0,0.2794,0.0466,1.73
20000000,6,4,30,5.0,0.4327548606644446,2,0,100,3,1,0.89,1.8626,2000.0,3.7253,0.4657,2.4525
5000000,6,4,36,6.0,0.4694593840012843,1,1,5000,2,0,0.52,0.4657,250.0,0.4657,0.1164,3.3501
100000,6,8,30,5.0,0.7568456010760832,2,0,5000,2,1,0.39,0.0093,10.0,0.0186,0.0012,2.155
5000000,2,4,6,3.0,0.112271416977232,1,0,100,1,1,0.62,0.4657,250.0,0.4657,0.1164,0.9356
1000000,6,6,36,6.0,0.5204830573831736,1,0,5000,4,1,0.87,0.0931,50.0,0.0931,0.0155,3.2724
100000,4,6,24,6.0,0.2745214079845433,2,0,1000,3,1,0.43,0.0093,10.0,0.0186,0.0016,2.3589
10000000,1,8,6,6.0,0.4730930503654711,3,0,1000,4,1,0.49,0.9313,1500.0,2.794,0.1164,2.9587
500000,4,2,12,3.0,0.4254976166516421,2,0,20000,3,0,0.54,0.0466,50.0,0.0931,0.0233,1.3055
100000,6,2,24,4.0,0.349589159694837,1,1,5000,1,1,0.43,0.0093,5.0,0.0093,0.0047,2.1808
3000000,2,8,4,2.0,0.3482786740795345,2,1,20000,4,0,0.99,0.2794,300.0,0.5588,0.0349,0.7561
3000000,1,8,2,2.0,0.8892594158421373,1,0,5000,2,1,0.58,0.2794,150.0,0.2794,0.0349,0.9746
1000000,4,4,20,5.0,0.1977683872112061,2,0,5000,1,1,0.58,0.0931,100.0,0.1863,0.0233,2.2584
100000,1,4,4,4.0,0.3288673442377109,1,1,100,4,1,0.73,0.0093,5.0,0.0093,0.0023,1.4278
3000000,6,6,24,4.0,0.4340862029132081,3,0,1000,2,0,0.91,0.2794,450.0,0.8382,0.0466,2.2846
3000000,1,8,4,4.0,0.4340862029132081,3,0,1000,2,0,0.91,0.2794,450.0,0.8382,0.0349,1.459
5000000,1,8,5,5.0,0.7776940953418879,3,1,100,2,0,0.94,0.4657,750.0,1.397,0.0582,0.7489
20000000,2,6,4,2.0,0.7973559564054754,1,1,100,2,0,0.66,1.8626,1000.0,1.8626,0.3104,0.7773
3000000,4,6,8,2.0,0.518502928011228,3,0,20000,1,1,0.46,0.2794,450.0,0.8382,0.0466,1.3264
100000,6,4,30,5.0,0.7568456010760832,2,0,5000,2,1,0.39,0.0093,10.0,0.0186,0.0023,2.2007
500000,2,4,8,4.0,0.6708776002686824,2,1,20000,3,1,0.64,0.0466,50.0,0.0931,0.0116,1.1697
100000,6,8,36,6.0,0.6521039301332416,3,0,1000,4,1,0.84,0.0093,15.0,0.0279,0.0012,3.109
1000000,1,4,3,3.0,0.5067691720725863,1,1,1000,3,0,0.44,0.0931,50.0,0.0931,0.0233,2.1141
5000000,2,4,6,3.0,0.5257418774464064,2,0,100,4,0,0.4,0.4657,500.0,0.9313,0.1164,0.9937
5000000,2,4,12,6.0,0.6828406057080585,2,1,20000,2,1,0.33,0.4657,500.0,0.9313,0.1164,1.7372
3000000,6,4,36,6.0,0.5678386773861621,2,0,20000,3,0,0.93,0.2794,300.0,0.5588,0.0698,3.4077
500000,2,6,12,6.0,0.55017510114841,2,0,100,2,1,0.71,0.0466,50.0,0.0931,0.0078,0.9221
20000000,1,4,3,3.0,0.3610929363680432,2,0,5000,4,0,0.41,1.8626,2000.0,3.7253,0.4657,10.9717
10000000,6,8,24,4.0,0.6099445303693022,3,0,100,3,1,0.54,0.9313,1500.0,2.794,0.1164,1.8697
100000,1,4,5,5.0,0.5724881718896287,3,0,20000,4,1,0.62,0.0093,15.0,0.0279,0.0023,3.4683
500000,2,2,6,3.0,0.2451268861556198,1,1,20000,1,1,0.54,0.0466,25.0,0.0466,0.0233,0.9937
1000000,2,2,6,3.0,0.5067691720725863,1,1,1000,3,0,0.44,0.0931,50.0,0.0931,0.0466,0.8354
1000000,1,6,4,4.0,0.4706062194716062,2,0,100,4,0,0.5,0.0931,100.0,0.1863,0.0155,1.83
1000000,6,4,12,2.0,0.2832127002434669,2,0,1000,4,1,0.69,0.0931,100.0,0.1863,0.0233,1.1615
3000000,6,4,18,3.0,0.516016391169858,3,0,20000,2,1,0.32,0.2794,450.0,0.8382,0.0698,2.0529
5000000,2,8,8,4.0,0.2384215120384351,1,1,5000,2,0,0.41,0.4657,250.0,0.4657,0.0582,1.2455
3000000,4,8,12,3.0,0.1056630055938258,3,1,100,3,0,0.33,0.2794,450.0,0.8382,0.0349,0.6602
5000000,1,4,3,3.0,0.6272162358109069,3,0,100,3,0,0.79,0.4657,750.0,1.397,0.1164,3.1769
1000000,1,8,5,5.0,0.3979595587841767,3,0,5000,1,1,0.85,0.0931,150.0,0.2794,0.0116,1.3959
1000000,4,6,24,6.0,0.5158300794644428,1,0,5000,3,1,0.7,0.0931,50.0,0.0931,0.0155,2.6769
1000000,6,8,18,3.0,0.3517302626825876,3,1,100,3,0,0.79,0.0931,150.0,0.2794,0.0116,0.9197
